RMEV,"dBWMR1,dBWML2",3,64634,5280,N2UNR031,31,4995,2257,NR in plane
URYDL,OLLL,1,56542,1826,N2UNR031,31,3373,2368,NR in plane
OLLL,SMDDR,1,58131,2558,N2UNR031,31,4292,1960,NR in plane
IL2R,"OLQVR,OLQDR,RIH",3,62571,5249,N2UNR031,31,6191,4378,NR 45 deg
URYDL,OLLL,1,56541,1825,N2UNR031,31,3323,2443,NR in plane
SMDDL,dBWML2,1,58022,2508,N2UNR031,31,4688,2130,NR in plane
OLLR,"AVEL,RIBR",3,63010,4839,N2UNR031,31,6681,3787,NR 45 deg
URYDL,SMDDL,1,58015,2505,N2UNR031,31,4565,2108,NR in plane
RIH,RMEV,1,465498,9334,N2UNR031,31,3386,2948,NR in plane
SMDDL,RIAR,1,57923,2452,N2UNR031,31,6280,2673,NR in plane
URADL,"RMEL,RIH",3,62556,4592,N2UNR031,31,3403,3111,NR 45 deg
SMDDL,RIAR,1,57921,2450,N2UNR031,31,5931,2222,NR in plane
URADR,"dBWMR3,RIPR",1,61271,4000,N2UNR031,31,6271,3204,NR 45 deg
SMDDL,RIAR,1,57922,2451,N2UNR032,32,6284,2630,NR in plane
SMDVL,"RMEV,dBWML2",1,58217,2623,N2UNR032,32,4726,2153,NR in plane
RMEV,dBWML2,1,64632,5277,N2UNR032,32,4882,2238,NR in plane
RIAL,SMDDL,2,57919,2449,N2UNR032,32,6489,2832,NR in plane
OLLL,SMDDR,1,58130,2557,N2UNR032,32,4377,1979,NR in plane
RMEV,SMDDR,1,64631,5276,N2UNR032,32,4862,2044,NR in plane
OLLL,"URYDL,AVER",1,56540,1824,N2UNR032,32,3362,2463,NR in plane
OLLL,SMDDR,1,58129,2556,N2UNR032,32,4283,1968,NR in plane
OLLR,SMDDR,1,64630,5275,N2UNR032,32,4871,1966,NR in plane
URYDL,"OLQDL,IL1DL",1,56536,1823,N2UNR032,32,3579,1936,NR in plane
SMDDL,"RMEV,dBWML2",1,58021,2507,N2UNR032,32,4680,2139,NR in plane
OLLL,AVER,1,62453,4548,N2UNR032,32,3540,2342,NR in plane
URYDL,"RIBL,AVER",3,56534,1822,N2UNR032,32,3951,1940,NR in plane
SMDDL,RIAR,1,57969,2464,N2UNR032,32,5713,2111,NR in plane
CEPDL,RMDVL,1,62452,4547,N2UNR032,32,3972,2181,NR in plane
RIAR,"RMDVR,RMDDL",2,36661,1121,N2UNR032,32,6057,2599,NR in plane
SMDDL,"RIAR,SMDVR",1,57966,2463,N2UNR032,32,6115,2412,NR in plane
IL1DR,"RIPR,RMDVR,RMDDL",2,63894,3993,N2UNR032,32,5918,2693,NR in plane
IL1R,"dBWMR3,RMDDL",1,65406,5541,N2UNR032,32,6347,3679,NR 45 deg
RMDDL,dBWMR3,1,64226,5071,N2UNR032,32,6369,3354,NR 45 deg
RIAR,SMDDL,2,57929,2455,N2UNR032,32,5877,2270,NR in plane
OLQVR,"RIPR,RIH",9,61068,3946,N2UNR032,32,5956,4618,NR 45 deg
RMDDR,"dBWML2,RMDVL",2,65237,5504,N2UNR032,32,4114,2402,NR in plane
OLLL,"AVER,CEPDL",1,63867,5127,N2UNR032,32,3773,2147,NR in plane
SMDDL,"RIAR,SMDVR",3,57925,2453,N2UNR032,32,5823,2150,NR in plane
RIAL,RMDVR,1,60467,3692,N2UNR032,32,6533,3088,NR 45 deg
RMEV,dBWMR1,2,64635,5278,N2UNR032,32,5200,2272,NR in plane
SMDVL,dBWML1,1,58023,2509,N2UNR033,33,4740,2164,NR in plane
IL1R,OLLR,1,63013,4842,N2UNR033,33,6568,3907,NR 45 deg
OLLL,"SMDDL,RIBL",1,58014,2504,N2UNR033,33,4624,1956,NR in plane
IL2R,"RMEV,OLQVR",2,62568,4598,N2UNR033,33,6324,4475,NR 45 deg
SMDDL,"RMDR,RIAL",1,57933,2457,N2UNR033,33,6516,2817,NR in plane
IL2L,"RIH,OLQDL,RMEV",3,62551,4593,N2UNR033,33,3352,3025,NR 45 deg
RIBR,"AVEL,SMDDL,SMDVR",2,57917,2448,N2UNR033,33,5282,1994,NR in plane
URADR,"dBWMR1,RIPR",5,65367,5523,N2UNR033,33,5902,2757,NR in plane
RIH,RIPR,1,465477,9316,N2UNR033,33,6002,4572,NR 45 deg
URADR,"dBWMR3,RIPR",3,61275,4001,N2UNR033,33,6246,3138,NR 45 deg
RIAR,RMDVR,1,60457,3689,N2UNR033,33,6406,2934,NR in plane
OLLL,SMDDR,1,58128,2555,N2UNR033,33,4371,1988,NR in plane
RMEV,dBWML1,1,58024,2510,N2UNR033,33,4869,2230,NR in plane
RIAL,"RMDVR,RMDDL",3,60460,3690,N2UNR034,34,6587,3339,NR 45 deg
IL2DL,"RIPL,IL1DL",2,61404,4048,N2UNR034,34,3675,2639,NR in plane
SMDVL,dBWML1,1,58218,2624,N2UNR034,34,4802,2209,NR in plane
IL1DL,RIPL,2,61403,4047,N2UNR034,34,3516,2650,NR in plane
SMDDL,dBWML1,1,58031,2514,N2UNR034,34,4728,2200,NR in plane
RMDDL,"dBWMR1,RMDVR",4,60456,5524,N2UNR034,34,5906,2681,NR in plane
SMDDL,SMDVR,1,57935,2459,N2UNR034,34,5642,2115,NR in plane
IL2DR,"RIPR,IL1DR",1,61260,3995,N2UNR034,34,6116,2913,NR in plane
