ASHL,"['AVDR', 'AIBL']",1,1334,NR
AFDL,['AIYL'],2,1335,NR
ADFL,"['AIZL', 'RIAL']",1,1336,NR
ASGL,['AIAL'],2,1338,NR
PVQL,['AIAL'],1,1340,NR
ASHL,"['AVDR', 'AIAL']",2,1344,NR
AUAL,"['RIAL', 'RIBL']",1,1346,NR
ASKL,['AIAL'],1,5666,NR
ASKL,"['AIML', 'AIAL']",1,5667,NR
ASGL,['AIAL'],3,1349,NR
ASKL,['AIAL'],3,5668,NR
ASKL,['AIAL'],3,5669,NR
ADFL,"['AIZL', 'RIAL']",4,1353,NR
ASKL,['AIAL'],2,5661,NR
ALML,"['CEPVL', 'PVCL']",3,1355,NR
ADLL,"['AIBL', 'AVDR']",1,1358,NR
ASHL,"['AVDR', 'AIAL']",1,1359,NR
AWCL,"['AIYL', 'AWCR']",2,1361,NR
AIZL,"['RIML', 'AIBR']",6,1362,NR
ASJL,['PVQL'],1,1366,NR
ADLL,['AIAL'],2,5522,NR
RIFL,['AVBL'],1,1377,NR
ASGL,['AIAL'],1,9500,NR
ASGL,"['AIBL', 'AIAL']",1,9501,NR
ADLL,['AIAL'],2,1414,NR
ASGL,"['AIBL', 'AIAL']",1,1385,NR
AIZL,"['RIML', 'AIBR']",2,1393,NR
ADFL,"['AIZL', 'RIAL']",4,1394,NR
ASIL,['ASGL'],1,1396,NR
ADLL,['AIAL'],1,9502,NR
ASHL,"['AVDR', 'AIAL']",2,9503,NR
ASHL,"['AVDR', 'AIAL']",1,9504,NR
ADLL,"['AIBL', 'AVDR']",5,1413,NR
ADLL,['AIAL'],3,1414,NR
ASKL,['AIAL'],1,9150,NR
ASKL,"['AIBL', 'AIAL']",1,5671,NR
ADLL,['AIAL'],1,1430,NR
AIZL,"['AIAL', 'AIBL']",1,1418,NR
AIZL,"['RIML', 'AIBR']",1,1421,NR
AUAL,"['RIAL', 'RIBL']",2,1424,NR
RIFL,['AVBL'],1,1426,NR
ASKL,"['AIAL', 'AIBL']",1,5672,NR
ADLL,['AIAL'],1,1429,NR
AIAL,['AIBL'],1,1431,NR
AWCL,['AIYL'],2,1432,NR
AWCL,['AIYL'],1,1433,NR
ADLL,['AIBL'],2,1435,NR
ASHL,"['AIBL', 'AIAL']",1,1511,NR
AIZL,['AIBL'],1,1436,NR
ADLL,"['AIAL', 'AIBL']",2,1439,NR
AVJL,['AVBR'],1,1461,NR
CEPVL,"['RICL', 'RICR']",6,1472,NR
URXL,['RIAL'],1,1475,NR
AWBL,"['ADFL', 'AIZL']",1,1476,NR
PVCL,['AVBR'],1,1477,NR
ASHL,['AVBL'],2,1479,NR
ASHL,['AVAL'],1,1480,NR
ASHL,['AVDR'],1,1482,NR
ADLL,['AVDR'],2,1485,NR
ADLL,['AVDR'],3,1486,NR
RIFL,['AVBL'],1,1488,NR
ASHL,['AVDR'],1,1489,NR
ALML,['BDUL'],1,1490,NR
AIAL,['AIBL'],3,1492,NR
ASJL,['PVQL'],3,1493,NR
AIAL,['AIBL'],1,1494,NR
AIZL,"['ASEL', 'AIAL']",1,1495,NR
AIZL,"['AIAL', 'ASEL', 'AIBL']",2,1496,NR
AIZL,"['AIAL', 'ASEL']",1,1497,NR
AIAL,['AIBL'],1,1498,NR
ASEL,"['AIAL', 'AIBL']",1,1499,NR
AFDL,['AIYL'],2,1500,NR
ADLL,['ASEL'],1,1503,NR
ADLL,['AIBL'],1,1504,NR
AWAL,['AIZL'],1,1505,NR
AUAL,"['RIAL', 'RIBL']",1,1508,NR
AWAL,['AIZL'],1,1509,NR
ASHL,['AIAL'],1,1511,NR
AWBL,"['ADFL', 'AIZL']",1,1512,NR
ASEL,"['AIAL', 'AIBL']",1,1516,NR
AWCL,['AIYL'],1,1517,NR
ALNL,"['SMBDR', 'SAAVL']",3,1518,NR
ALNL,['SAAVL'],1,1519,NR
ALML,['BDUL'],2,1521,NR
AFDL,['AIYL'],4,1530,NR
CEPVL,"['RICL', 'RICR']",1,1532,NR
ASHL,['AVBL'],1,1533,NR
AFDL,['AIYL'],1,1547,NR
URXL,"['RIAL', 'AUAL']",1,1550,NR
RIAL,"['SMDVR', 'RIAR', 'SMDDL']",2,1562,NR
RIAL,"['RMDDL', 'SMDVR']",1,1564,NR
SMBVL,['RMEV'],3,1568,NR
SMBVL,['RMEV'],5,1569,NR
CEPVL,['IL1VL'],1,1570,NR
ADFL,['AIZL'],1,1578,NR
AWBL,['ADFL'],1,1579,NR
ADLL,['AVDR'],1,1582,NR
ALML,['BDUL'],1,1584,NR
URXL,['RIGL'],2,1587,NR
URXL,['RIGL'],2,1588,NR
RIML,"['RIBL', 'AIBR']",2,1590,NR
AWCL,"['AIBL', 'ASIL']",1,3961,NR
ASKL,"['AIML', 'AIAL']",1,5662,NR
ADFL,"['RIAL', 'AUAL']",1,1638,NR
AWBL,['ADFL'],3,1639,NR
ADFL,['AIZL'],1,1640,NR
ADFL,"['RIAL', 'AUAL']",1,1641,NR
AUAL,['RIAL'],1,1642,NR
ADFL,['RIGL'],2,1644,NR
AWBL,"['ADFL', 'AIZL']",2,1645,NR
AWBL,"['ADFL', 'AIZL']",2,1646,NR
AIZL,['AIAL'],1,1647,NR
AWBL,"['AIZL', 'ADFL']",2,1648,NR
AWBL,['ADFL'],1,1649,NR
ADFL,"['RIR', 'AIZL']",2,1650,NR
AWBL,"['ADFL', 'AIZL']",3,1651,NR
ADFL,['AIZL'],2,1653,NR
ADFL,"['RIR', 'AIZL']",1,1654,NR
ADFL,"['RIGL', 'AUAL']",1,1656,NR
ADFL,['AIZL'],1,1657,NR
ADFL,"['AIZL', 'RIGL']",1,1658,NR
AVHL,['RIR'],1,1663,NR
AINL,['AFDR'],1,5615,NR
ADLL,"['AIBL', 'ASHL']",1,1707,NR
ADLL,['ASHL'],3,1710,NR
ASHL,['ADLL'],1,1711,NR
ADLL,"['AIBL', 'AIAL']",4,1712,NR
ASHL,['AVDR'],1,4608,NR
ADLL,['AVDL'],3,1717,NR
ADLL,['AVDL'],1,1718,NR
ADLL,"['AIBL', 'AIAL']",1,1720,NR
URYVL,"['RMDVR', 'RMDDL']",8,1735,NR
OLLL,"['RMDDL', 'AVER']",1,1743,NR
URYVL,"['RIBL', 'AVER']",1,1744,NR
URYVL,"['AVER', 'SMDVR']",4,5096,NR
URYVL,"['AVER', 'SMDVR']",2,1747,NR
URYVL,"['SMDVR', 'AVER', 'RIBL']",3,1749,NR
URYVL,['AVER'],2,1750,NR
AIZL,"['AIBR', 'AVER']",2,5474,NR
AIZL,"['AIBR', 'AVER']",1,5475,NR
ASKL,['AIAL'],1,5663,NR
ASKL,"['AIBL', 'AIAL']",1,5674,NR
ASHL,"['AVAL', 'AVDR']",1,4609,NR
AINL,['AFDR'],1,5616,NR
URYVL,"['RIBL', 'SMDVR', 'AVER']",3,5098,NR
RIML,['AIBR'],6,1808,NR
CEPDL,['URYDL'],1,1815,NR
URYDL,['AVER'],1,1817,NR
URYDL,['AVER'],2,1819,NR
URYDL,['AVER'],1,1820,NR
URYDL,['AVER'],2,1821,NR
URYDL,['AVER'],3,1822,NR
OLLL,['AVER'],1,1824,NR
URYDL,['RMDVL'],1,1828,NR
URYDL,['RMDVL'],1,1829,NR
BAGL,['RIAR'],1,1856,NR
RMDL,['IL1R'],1,1879,NR
URXL,['RIR'],1,1895,NR
URXL,['AUAL'],1,1896,NR
URXL,['RIAL'],1,1897,NR
URXL,"['RIAL', 'AUAL']",1,1898,NR
URXL,['RIAL'],2,1901,NR
URXL,['AUAL'],1,1910,NR
URXL,['AUAL'],1,1911,NR
URBL,"['URXL', 'IL1L']",6,1912,NR
URBL,"['IL1L', 'URXL']",3,1913,NR
URXL,['AVEL'],1,1914,NR
URXL,['AVEL'],1,1915,NR
URXL,['AVEL'],1,1916,NR
URBL,['URXL'],3,1918,NR
URXL,['AVEL'],3,9292,NR
URXL,['RICL'],1,1921,NR
CEPVL,['RICL'],2,1922,NR
URXL,['AVEL'],1,1923,NR
URBL,['URXL'],1,1928,NR
URBL,['URXL'],1,1929,NR
URXL,['AVEL'],2,4785,NR
ADFL,['AIZL'],1,1934,NR
URXL,['RICL'],4,1936,NR
URBL,['URXL'],2,1939,NR
URBL,['URXL'],2,1940,NR
URBL,['URXL'],2,1942,NR
URBL,['URXL'],1,1943,NR
URXL,['RICL'],1,1945,NR
URXL,['RICL'],2,1947,NR
URXL,['RIGL'],1,5441,NR
URBL,['URXL'],1,5478,NR
CEPVL,['AVER'],1,2038,NR
URAVL,['RIPL'],5,2042,NR
URAVL,['RIPL'],6,2043,NR
URAVL,['RIPL'],1,2047,NR
URAVL,['RIPL'],2,5481,NR
IL2VL,['IL1VL'],1,5101,NR
IL2VL,['URAVL'],1,5515,NR
IL2VL,"['RIPL', 'IL1VL']",2,5102,NR
IL2VL,"['URAVL', 'RIPL']",1,5103,NR
URAVL,['RMER'],1,2063,NR
URAVL,['RMER'],1,2064,NR
IL2DL,"['URADL', 'RIPL']",2,2103,NR
CEPDL,"['URADL', 'OLQDL', 'RICR']",4,2106,NR
CEPDL,['URADL'],1,2110,NR
URADL,['RIPL'],1,5422,NR
URADL,['RIPL'],1,2113,NR
URADL,['RIPL'],1,3906,NR
IL2DL,['URADL'],4,2117,NR
IL2DL,['URADL'],1,2118,NR
RIAL,"['RMDDL', 'SMDDL']",1,2130,NR
OLLL,['SMDVR'],2,2132,NR
OLLL,['SMDVR'],3,2135,NR
OLLL,['SMDVR'],3,2136,NR
RIBL,"['SMDVR', 'AVER']",1,2140,NR
RIBL,"['SMDVR', 'AVER']",1,2143,NR
SMDVL,['RIAL'],1,2150,NR
ADFL,"['SMBVL', 'SMBDL']",1,2165,NR
ADEL,['AVEL'],1,2171,NR
PLNL,"['SAADL', 'SMBVL']",1,9596,NR
SMBVL,['RMEV'],1,2178,NR
SMBVL,['RMEV'],2,2179,NR
SMBVL,['RMEV'],1,2180,NR
SMBVL,['RMEV'],3,2181,NR
OLQVL,['RMDVR'],1,2183,NR
OLLL,"['RMDDL', 'CEPVL']",1,4789,NR
AVHL,['SMBVR'],2,9639,NR
AWAL,"['AIZL', 'AFDL']",2,2221,NR
AFDL,['AIYL'],1,2222,NR
AFDL,['AIYL'],1,2224,NR
AFDL,['AIYL'],3,2225,NR
AFDL,['AIYL'],2,2226,NR
AFDL,['AIYL'],1,2228,NR
AWCL,['AIYL'],1,2229,NR
AINL,['AFDR'],1,8896,NR
AINL,['AFDR'],1,2236,NR
AINL,"['AUAR', 'AFDR']",1,2246,NR
ASGL,"['AIAL', 'AIBL']",7,2257,NR
AIML,['ASGL'],1,2258,NR
AIZL,"['AIAL', 'AIBL']",1,2262,NR
ASIL,['AIAL'],2,2263,NR
AIAL,['AIBL'],2,2264,NR
AWBL,['AIZL'],2,2265,NR
ASEL,"['AIAL', 'AIBL']",2,2266,NR
AIAL,['AIBL'],2,2267,NR
ASEL,"['AIAL', 'AIBL']",2,2268,NR
AIZL,"['AIAL', 'AIBL']",4,2274,NR
AIZL,"['AIAL', 'AIBL']",1,2276,NR
AIAL,['AIBL'],1,2278,NR
AIAL,"['AIBL', 'AWCL']",1,2282,NR
AWCL,"['AIAL', 'AIBL']",1,2283,NR
AIAL,['AIBL'],1,2292,NR
AWCL,['AIAR'],2,2321,NR
AWCL,"['AIAR', 'AIBR']",1,2327,NR
AIBL,"['SMDDR', 'RIMR']",2,2338,NR
AIBL,['RIMR'],1,2339,NR
AIBL,['RIMR'],2,2341,NR
AIBL,['RIMR'],2,2343,NR
AIBL,['RIMR'],2,2344,NR
BAGL,['RIGR'],1,2345,NR
AIBL,['AVBL'],1,2347,NR
AIBL,"['RIMR', 'RIBR']",3,2355,NR
AIBL,"['AVBL', 'RIMR']",6,2356,NR
AIBL,"['RIBR', 'RIMR']",1,2357,NR
AIBL,"['AVBL', 'RIBR']",5,2358,NR
AIBL,"['RIBR', 'AVBL']",2,2359,NR
AIBL,"['RIBR', 'RIMR']",2,2363,NR
AIBL,"['SAADL', 'RIMR']",1,9852,NR
AIBL,"['SAADL', 'RIMR']",1,9853,NR
AIBL,['RIMR'],1,2369,NR
AIBL,"['SAADL', 'RIMR']",2,2372,NR
