ADAL,unc-5,let-4,lron-13,cdh-9,cdh-12
AWBL,cam-1,clr-1,ptp-3,ptp-4,igcm-1,igcm-2,igcm-3,igcm-4,oig-8,rig-4,ncam-1,sax-3,sax-7,unc-40,unc-5,zig-1,iglr-2,tol-1,pan-1,lron-3,lron-7,lron-10,lron-11,hmr-1,cdh-3,cdh-4,fmi-1,casy-1,cdh-8,cdh-12,nrx-1,nlr-1
AWCL,cam-1,clr-1,ptp-3,igcm-1,igcm-3,igcm-4,rig-1,rig-3,rig-4,rig-5,ncam-1,sax-3,sax-7,lad-2,syg-1,syg-2,unc-40,wrk-1,zig-2,zig-3,zig-4,zig-7,zig-8,iglr-1,iglr-2,iglr-3,pan-1,dma-1,lron-3,lron-5,lron-11,lron-12,hmr-1,cdh-4,fmi-1,casy-1,nlr-1,lat-1
BAGL,cam-1,ptp-3,igcm-4,rig-1,rig-5,ncam-1,sax-3,sax-7,syg-1,unc-5,wrk-1,zig-1,zig-10,madd-4,iglr-2,iglr-3,tol-1,pan-1,dma-1,lron-3,hmr-1,fmi-1,casy-1,cdh-9,nlr-1,lat-1
BDUL,cam-1,rig-6,sax-7,tol-1
CEPDL,cam-1,oig-1,rig-3,sax-7,tol-1,lron-8
CEPVL,oig-1,rig-3,sax-7,iglr-3,tol-1,cdh-3,Y37E11AL.6
IL1DL,cam-1,clr-1,ptp-3,igcm-1,igcm-3,igcm-4,mig-6,rig-4,rig-5,ncam-1,sax-3,sax-7,syg-1,unc-40,unc-5,wrk-1,zig-8,madd-4,iglr-2,iglr-3,pan-1,lron-3,hmr-1,cdh-3,cdh-4,fmi-1,casy-1,cdh-9,Y37E11AL.6,nrx-1,nlr-1,lat-1,glit-1
IL1L,unc-52,igcm-2,oig-1,rig-3,zig-10,lron-8,lron-14,cdh-12,nlg-1,glit-1
IL1VL,ver-3,unc-52,igcm-2,mig-6,rig-4,zig-10,tol-1,lron-10,lron-14,cdh-3,cdh-12,Y37E11AL.6,bam-2,glit-1
OLLL,cam-1,egl-15,clr-1,ptp-3,igcm-1,igcm-2,igcm-3,igcm-4,mig-6,rig-4,rig-5,ncam-1,sax-3,sax-7,syg-1,unc-40,unc-5,wrk-1,zig-8,iglr-2,iglr-3,tol-1,pan-1,lron-3,hmr-1,cdh-3,cdh-4,fmi-1,casy-1,Y37E11AL.6,nlr-1,glit-1
OLQDL,igcm-1,igcm-3,mig-6,wrk-1,iglr-2,cdh-3,Y37E11AL.6,glit-1
OLQVL,cam-1,clr-1,ptp-3,igcm-1,igcm-3,igcm-4,mig-6,rig-4,rig-5,ncam-1,sax-3,sax-7,syg-1,unc-40,unc-5,wrk-1,zig-8,madd-4,iglr-2,iglr-3,tol-1,pan-1,lron-3,hmr-1,cdh-3,cdh-4,fmi-1,casy-1,cdh-9,Y37E11AL.6,nrx-1,nlr-1,lat-1,glit-1
PVCL,ver-3,rig-4,rig-6,tol-1,cdh-3
PVQL,cam-1,ver-3,clr-1,ptp-3,ptp-4,igcm-1,igcm-3,igcm-4,oig-2,rig-1,rig-3,rig-4,rig-5,rig-6,ncam-1,sax-3,sax-7,lad-2,unc-40,unc-5,wrk-1,zig-1,zig-8,zig-10,madd-4,iglr-2,tol-1,pan-1,lron-3,lron-7,lron-10,lron-11,lron-12,hmr-1,cdh-3,cdh-4,fmi-1,casy-1,cdh-8,cdh-12,Y37E11AL.6,nlr-1,bam-2,lat-1,glit-1
RIAL,cam-1,clr-1,ptp-3,igcm-2,igcm-3,igcm-4,ncam-1,sax-3,sax-7,syg-2,unc-40,zig-1,zig-8,iglr-2,pan-1,let-4,dma-1,lron-3,lron-8,lron-9,hmr-1,cdh-4,fmi-1,casy-1,cdh-8,nrx-1,lat-1,nlg-1
RIBL,cam-1,ver-3,clr-1,ptp-3,igcm-1,igcm-3,igcm-4,oig-1,oig-4,rig-3,rig-4,rig-6,ncam-1,sax-3,sax-7,lad-2,syg-2,unc-40,zig-1,zig-8,zig-10,madd-4,iglr-2,tol-1,pan-1,lron-3,lron-10,lron-11,sym-1,hmr-1,cdh-3,cdh-4,fmi-1,casy-1,Y37E11AL.6,nrx-1,nlr-1,lat-1
RICL,cam-1,clr-1,ptp-3,igcm-1,igcm-3,igcm-4,mig-6,rig-4,rig-5,ncam-1,sax-3,sax-7,unc-40,wrk-1,zig-8,madd-4,iglr-2,tol-1,pan-1,lron-3,hmr-1,cdh-3,cdh-4,fmi-1,casy-1,Y37E11AL.6,nrx-1,nlr-1,lat-1,glit-1
RIFL,zig-7,madd-4,iglr-3,lron-5
RIGL,egl-15,ptp-3,ptp-4,igcm-1,igcm-2,rig-5,syg-2,zig-1,zig-8,cdh-3,cdh-8,cdh-12,Y37E11AL.6,bam-2
RIML,-999
RIPL,unc-52,zig-10,lron-14,cdh-12
RMDDL,igcm-1,zig-8
RMDL,cam-1,egl-15,ver-3,rig-1,rig-5,ncam-1,sax-3,sax-7,syg-1,zig-5,zig-8,zig-10,iglr-1,dma-1,lron-7,lron-11,cdh-1,nlg-1
RMDVL,zig-5
RMEL,ver-3,unc-52,igcm-1,igcm-2,oig-1,rig-3,zig-8,zig-10,lron-10,lron-14,cdh-3,cdh-12,Y37E11AL.6,bam-2,nlg-1,glit-1
SAADL,cam-1,ver-3,clr-1,ptp-3,igcm-3,igcm-4,rig-5,rig-6,ncam-1,sax-3,sax-7,lad-2,syg-1,syg-2,unc-40,unc-5,wrk-1,zig-1,zig-8,zig-9,zig-10,madd-4,iglr-1,iglr-2,iglr-3,tol-1,pan-1,dma-1,lron-3,lron-5,lron-10,lron-12,lron-13,hmr-1,cdh-4,fmi-1,casy-1,cdh-1,nrx-1,nlr-1,bam-2,lat-1
SAAVL,cam-1,ver-3,clr-1,ptp-3,ptp-4,igcm-3,igcm-4,oig-4,rig-1,rig-4,rig-5,rig-6,ncam-1,sax-3,sax-7,lad-2,syg-1,syg-2,unc-40,wrk-1,zig-1,zig-8,madd-4,iglr-1,iglr-2,tol-1,pan-1,dma-1,lron-3,lron-7,lron-10,lron-11,lron-13,hmr-1,cdh-3,cdh-4,fmi-1,casy-1,cdh-9,nrx-1,nlr-1,lat-1,glit-1
SIADL,ver-3,igcm-1,zig-5,zig-10,lron-7
SIBVL,oig-1,rig-3,cdh-3,Y37E11AL.6
SMBDL,clr-1,ptp-3,ptp-4,dig-1,igcm-3,igcm-4,lat-1
SMBVL,-999
SMDDL,cam-1,ver-3,clr-1,ptp-3,ptp-4,igcm-3,igcm-4,rig-1,rig-4,rig-5,rig-6,sax-3,sax-7,lad-2,syg-1,syg-2,unc-40,wrk-1,zig-1,madd-4,iglr-1,iglr-2,pan-1,dma-1,lron-3,lron-7,hmr-1,cdh-4,fmi-1,casy-1,nrx-1,nlr-1,lat-1,nlg-1
SMDVL,cam-1,ver-3,clr-1,ptp-3,ptp-4,igcm-1,igcm-3,igcm-4,rig-1,rig-4,rig-5,ncam-1,sax-3,sax-7,lad-2,syg-1,syg-2,unc-40,wrk-1,zig-1,zig-5,zig-8,madd-4,iglr-1,iglr-2,pan-1,dma-1,lron-3,lron-5,lron-7,lron-11,lron-13,hmr-1,cdh-4,fmi-1,casy-1,cdh-1,nrx-1,nlr-1,lat-1,nlg-1
URADL,cam-1,ver-3,clr-1,ptp-3,unc-52,igcm-1,igcm-2,igcm-3,igcm-4,mig-6,rig-3,rig-4,rig-5,ncam-1,sax-3,sax-7,syg-2,unc-40,unc-5,wrk-1,zig-8,zig-10,madd-4,iglr-2,iglr-3,tol-1,pan-1,dma-1,lron-3,lron-5,lron-8,lron-10,lron-11,lron-14,hmr-1,cdh-3,cdh-4,fmi-1,casy-1,cdh-1,cdh-9,cdh-12,Y37E11AL.6,nrx-1,nlr-1,bam-2,lat-1,nlg-1,glit-1
URAVL,cam-1,ver-3,clr-1,ptp-3,unc-52,igcm-1,igcm-2,igcm-3,igcm-4,mig-6,oig-1,rig-3,rig-4,rig-5,ncam-1,sax-3,sax-7,unc-40,unc-5,wrk-1,zig-8,zig-10,madd-4,iglr-2,iglr-3,tol-1,pan-1,dma-1,lron-3,lron-8,lron-10,lron-11,lron-14,hmr-1,cdh-3,cdh-4,fmi-1,casy-1,cdh-1,cdh-9,cdh-12,Y37E11AL.6,nrx-1,nlr-1,bam-2,lat-1,nlg-1,glit-1
URXL,rig-4,rig-6,lron-8,nlg-1
URYDL,mig-6,rig-4,syg-1,iglr-3,cdh-9,glit-1
