EM series	continNum 	Location	pre  	post   	type    	sec-tions   	part-ner Num-ber	post1     	post2   	post3 	post4   
N2U	610	Not NR	ASIR	CEPshVR,AWCR	chemical	1	2	CEPshVR	AWCR		
N2U	612	Not NR	ADFL	RIAL	chemical	1	1	RIAL			
N2U	614	Not NR	AIZL	AIBR,AVER	chemical	1	2	AIBR	AVER		
N2U	617	Not NR	AIZL	AIBR,AVER	chemical	1	2	AIBR	AVER		
N2U	622	Not NR	RIS	AVL.,RMDDL	chemical	1	2	AVL	RMDDL		
N2U	624	Not NR	AIZL	AIBR,AVER	chemical	1	2	AIBR	AVER		
N2U	626	Not NR	AIZL	RIML,AIBR	chemical	1	2	RIML	AIBR		
N2U	629	Not NR	ASHL	DROP-unk,AVAR	chemical	1	2	DROP-unk	AVAR		
N2U	630	Not NR	AWAL	AFDL,AIZL	chemical	1	2	AFDL	AIZL		
N2U	632	Not NR	AIAR	AIBR,ADLR	chemical	1	2	AIBR	ADLR		
N2U	640	Not NR	ADFL	RIAL,AUAL	chemical	1	2	RIAL	AUAL		
N2U	720	Not NR	AIZR	SMBDR,RIAR	chemical	1	2	SMBDR	RIAR		
N2U	723	Not NR	AWCR	AIYR	chemical	1	1	AIYR			
N2U	724	Not NR	ASKR	AIAR	chemical	1	1	AIAR			
N2U	732	Not NR	AIMR	AIAR,ASKR	chemical	1	2	AIAR	ASKR		
N2U	733	Not NR	CEPVR	CEPshVR,ASGR	chemical	1	2	CEPshVR	ASGR		
N2U	734	Not NR	CEPVR	CEPshVR,ASGR	chemical	1	2	CEPshVR	ASGR		
N2U	735	Not NR	ASKR	AIMR,AIAR	chemical	1	2	AIMR	AIAR		
N2U	736	Not NR	ALMR	CEPVR	chemical	1	1	CEPVR			
N2U	1341	Not NR	AIMR	CEPVR,AIMR	chemical	1	2	CEPVR	AIMR		
N2U	1619	Not NR	ADEL	AVL.	chemical	1	1	AVL			
N2U	1638	Not NR	ADFL	RIAL,AUAL	chemical	1	2	RIAL	AUAL		
N2U	1661	Not NR	ADFR	AUAR,RIAR	chemical	1	2	AUAR	RIAR		
N2U	1697	Not NR	AIYR	AINL,AFDR	chemical	1	2	AINL	AFDR		
N2U	1698	Not NR	AWAR	AFDR,AUAR	chemical	1	2	AFDR	AUAR		
N2U	1699	Not NR	AFDR	AIYR	chemical	1	1	AIYR			
N2U	1706	Not NR	ADLL	RIAL	chemical	1	1	RIAL			
N2U	1707	Not NR	ADLL	AIBL,ASHL	chemical	1	2	AIBL	ASHL		
N2U	1709	Not NR	ADLL	AWBL	chemical	1	1	AWBL			
N2U	1805	Not NR	RICR	RIML,VB01,RMFL	chemical	1	3	RIML	VB01	RMFL	
N2U	2121	Not NR	PLNR	SAADR,SMBVR	chemical	1	2	SAADR	SMBVR		
N2U	2130	Not NR	RIAL	RMDDL,SMDDL	chemical	1	2	RMDDL	SMDDL		
N2U	2150	Not NR	SMDVL	RIAL	chemical	1	1	RIAL			
N2U	2161	Not NR	SMBDL	SMBVL	chemical	1	1	SMBVL			
N2U	2162	Not NR	SMBDL	SMBVL	chemical	1	1	SMBVL			
N2U	2163	Not NR	DVA	SMBDL,SMBVL	chemical	1	2	SMBDL	SMBVL		
N2U	2165	Not NR	ADFL	SMBVL,SMBDL	chemical	1	2	SMBVL	SMBDL		
N2U	2166	Not NR	AWBL	SMBVL,RIAL	chemical	1	2	SMBVL	RIAL		
N2U	2167	Not NR	SMBVL	PVPL,AVHR	chemical	1	2	PVPL	AVHR		
N2U	2187	Not NR	SAADR	SMBVR,PLNR	chemical	1	2	SMBVR	PLNR		
N2U	2199	Not NR	SMBVR	SMBDR,AVHL	chemical	1	2	SMBDR	AVHL		
N2U	2219	Not NR	AINR	AFDL	chemical	1	1	AFDL			
N2U	2220	Not NR	AFDL	AINR	chemical	1	1	AINR			
N2U	2258	Not NR	AIML	ASGL,CEPshVL	chemical	1	2	ASGL	CEPshVL		
N2U	2293	Not NR	AIAR	AIBR,ADLR	chemical	1	2	AIBR	ADLR		
N2U	2437	Not NR	ADLL	AIBL,ASHL	chemical	1	2	AIBL	ASHL		
N2U	2482	Not NR	SMDDL	RIAL	chemical	1	1	RIAL			
N2U	2483	Not NR	SMDDL	RIAL	chemical	1	1	RIAL			
N2U	2484	Not NR	AIBR	RIML,RICR	chemical	1	2	RIML	RICR		
N2U	2563	Not NR	AIZR	SMDDR	chemical	1	1	SMDDR			
N2U	2564	Not NR	SMDDR	RIAR	chemical	1	1	RIAR			
N2U	2702	Not NR	AVFR	RMGL	chemical	1	1	RMGL			
N2U	2791	Not NR	SDQL	AVBL,DVA	chemical	1	2	AVBL	DVA		
N2U	2794	Not NR	SDQR	RMHR,AVBL,RICR	chemical	1	3	RMHR	AVBL	RICR	
N2U	2803	Not NR	SMBDL	SIADL	chemical	1	1	SIADL			
N2U	2839	Not NR	SMBDR	SIADR	chemical	1	1	SIADR			
N2U	2840	Not NR	AIZR	SIADR	chemical	1	1	SIADR			
N2U	2874	Not NR	SMBDL	SIAVL.	chemical	1	1	SIAVL			
N2U	2881	Not NR	SMBDR	SIAVR	chemical	1	1	SIAVR			
N2U	2882	Not NR	RMDVL	SIAVR	chemical	1	1	SIAVR			
N2U	2892	Not NR	DVA	SMBVR,SMBDR	chemical	1	2	SMBVR	SMBDR		
N2U	2906	Not NR	ALNL	SMBDR	chemical	1	1	SMBDR			
N2U	2949	Not NR	AVHR	AWBL,SMBDL	chemical	1	2	AWBL	SMBDL		
N2U	2950	Not NR	SMBDL	AIZL	chemical	1	1	AIZL			
N2U	2999	Not NR	PVCL	PVCR,AVBR	chemical	1	2	PVCR	AVBR		
N2U	3179	Not NR	AWAL	AWBL,AIZL	chemical	1	2	AWBL	AIZL		
N2U	3238	Not NR	AIYR	RIAR	chemical	1	1	RIAR			
N2U	3241	Not NR	ASER	AIBR,AIYR	chemical	1	2	AIBR	AIYR		
N2U	3339	Not NR	RIAR	SMDDR,SMDVL	chemical	1	2	SMDDR	SMDVL		
N2U	3341	Not NR	AIZL	AIBR,AVER	chemical	1	2	AIBR	AVER		
N2U	3397	Not NR	RIR	AIZR	chemical	1	1	AIZR			
N2U	3507	Not NR	ALA	CEPshDL	chemical	1	1	CEPshDL			
N2U	3528	Not NR	RIFL	AVBL,PVPL	chemical	1	2	AVBL	PVPL		
N2U	3608	Not NR	RIML	SAADL,RICR	chemical	1	2	SAADL	RICR		
N2U	3678	Not NR	ASEL	AIYL	chemical	1	1	AIYL			
N2U	3754	Not NR	ASER	AIBR	chemical	1	1	AIBR			
N2U	3877	Not NR	ASKR	AIAR	chemical	1	1	AIAR			
N2U	3878	Not NR	ASJR	PVQR	chemical	1	1	PVQR			
N2U	3949	Not NR	ASIR	ASEL,ASGR	chemical	1	2	ASEL	ASGR		
N2U	4028	Not NR	ASIL	AWCL,DROP-unk	chemical	1	2	AWCL	DROP-unk		
N2U	4061	Not NR	PLNR	SAADR,SMBVR	chemical	1	2	SAADR	SMBVR		
N2U	4065	Not NR	SMBVR	PLNR,SAADR	chemical	1	2	PLNR	SAADR		
N2U	4098	Not NR	AVM	PVCR,AVDL	chemical	1	2	PVCR	AVDL		
N2U	4168	Not NR	PVNL	AVJL,BDUR	chemical	1	2	AVJL	BDUR		
N2U	4169	Not NR	RIVR	SAADL	chemical	1	1	SAADL			
N2U	4170	Not NR	RIAL	SAADL,SMDDL,RIVR	chemical	1	3	SAADL	SMDDL	RIVR	
N2U	4690	Not NR	RICR	SMDDL,AVAR	chemical	1	2	SMDDL	AVAR		
N2U	4707	Not NR	AVJL	RIFR,AVBR	chemical	1	2	RIFR	AVBR		
N2U	4739	Not NR	DVA	SMBVR,SMBDR	chemical	1	2	SMBVR	SMBDR		
N2U	4784	Not NR	RID	FLPL	chemical	1	1	FLPL			
N2U	4799	Not NR	AVFL	HSNR,RIFR	chemical	1	2	HSNR	RIFR		
N2U	4812	Not NR	PVCR	AVBR,AVDR	chemical	1	2	AVBR	AVDR		
N2U	4816	Not NR	AVFL	AVFR,RIFL	chemical	1	2	AVFR	RIFL		
N2U	4922	Not NR	AVHR	SMBDL,SMBVL	chemical	1	2	SMBDL	SMBVL		
N2U	4955	Not NR	AVHL	AWBR	chemical	1	1	AWBR			
N2U	4959	Not NR	ASEL	AWCL	chemical	1	1	AWCL			
N2U	4975	Not NR	ALMR	BDUR	chemical	1	1	BDUR			
N2U	5054	Not NR	HSNL	AVFL	chemical	1	1	AVFL			
N2U	5643	Not NR	AIAL	AIML,ASKL	chemical	1	2	AIML	ASKL		
N2U	5644	Not NR	HSNL	PVQL	chemical	1	1	PVQL			
N2U	5662	Not NR	ASKL	AIML,AIAL	chemical	1	2	AIML	AIAL		
N2U	5701	Not NR	ADLL	ASHL	chemical	1	1	ASHL			
N2U	5779	Not NR	SDQR	AVAL,AIBL	chemical	1	2	AVAL	AIBL		
N2U	5782	Not NR	AVM	PVCR,PVR.	chemical	1	2	PVCR	PVR		
N2U	5790	Not NR	DVC	AIBR,AVAR	chemical	1	2	AIBR	AVAR		
N2U	5794	Not NR	ASJL	PVQL	chemical	1	1	PVQL			
N2U	5798	Not NR	ASGL	AIAL	chemical	1	1	AIAL			
N2U	5803	Not NR	RIFL	AVJR,AVBL,PVPL	chemical	1	3	AVJR	AVBL	PVPL	
N2U	5807	Not NR	BDUR	AVJL,PVNR	chemical	1	2	AVJL	PVNR		
N2U	5812	Not NR	AIYL	RIAL,RIBL	chemical	1	2	RIAL	RIBL		
N2U	5818	Not NR	AVM	BDUL	chemical	1	1	BDUL			
N2U	5819	Not NR	PVNL	PVNR,BDUL	chemical	1	2	PVNR	BDUL		
N2U	5820	Not NR	AVM	PVCL,AVBL,PVNL	chemical	1	3	PVCL	AVBL	PVNL	
N2U	5822	Not NR	AIAL	ASKL	chemical	1	1	ASKL			
N2U	5827	Not NR	AVHL	AVBR,RIFR,RIMR	chemical	1	3	AVBR	RIFR	RIMR	
N2U	5828	Not NR	AIAR	AIBR,RIFR	chemical	1	2	AIBR	RIFR		
N2U	5831	Not NR	AIYR	RIBR,AIZR	chemical	1	2	RIBR	AIZR		
N2U	5839	Not NR	SDQR	DVA,AVBR	chemical	1	2	DVA	AVBR		
N2U	5840	Not NR	FLPL	AVBR,DVA,RIS	chemical	1	3	AVBR	DVA	RIS	
N2U	5844	Not NR	PLNL	SMBVL,SAADL	chemical	1	2	SMBVL	SAADL		
N2U	5846	Not NR	VB01	SAADL,RMFL	chemical	1	2	SAADL	RMFL		
N2U	5854	Not NR	AWAL	ASHL,ADAL	chemical	1	2	ASHL	ADAL		
N2U	5855	Not NR	AWAL	AWBL,AIYL	chemical	1	2	AWBL	AIYL		
N2U	5857	Not NR	AVM	BDUL	chemical	1	1	BDUL			
N2U	5858	Not NR	PVPL	AVBR,ADAL	chemical	1	2	AVBR	ADAL		
N2U	5859	Not NR	ADAL	PVPL,AVBR,RIML	chemical	1	3	PVPL	AVBR	RIML	
N2U	5865	Not NR	ASJR	PVQR	chemical	1	1	PVQR			
N2U	5867	Not NR	AINL	AIAR,ASGR,hyp	chemical	1	3	AIAR	ASGR	hyp	
N2U	5871	Not NR	ADAR	RIMR,RIFR,AIBR	chemical	1	3	RIMR	RIFR	AIBR	
N2U	5878	Not NR	FLPL	AVAL,AVAR	chemical	1	2	AVAL	AVAR		
N2U	5884	Not NR	AIYR	AIYL,AIZR,RIAR	chemical	1	3	AIYL	AIZR	RIAR	
N2U	5885	Not NR	AIZR	RIAR	chemical	1	1	RIAR			
N2U	5888	Not NR	RIFR	RIMR,PVPR,AVBR	chemical	1	3	RIMR	PVPR	AVBR	
N2U	5889	Not NR	PVQR	AVFR,CEPshVR	chemical	1	2	AVFR	CEPshVR		
N2U	5891	Not NR	ASJL	PVQL	chemical	1	1	PVQL			
N2U	5892	Not NR	ASJL	PVQL	chemical	1	1	PVQL			
N2U	5894	Not NR	AINR	ASGL,AIAL,AIBL	chemical	1	3	ASGL	AIAL	AIBL	
N2U	5897	Not NR	HSNL	AVFL	chemical	1	1	AVFL			
N2U	5898	Not NR	AVFR	PVQL,RMDDL	chemical	1	2	PVQL	RMDDL		
N2U	5905	Not NR	AWCL	AIYL	chemical	1	1	AIYL			
N2U	5908	Not NR	RIMR	AVBR,AVJL	chemical	1	2	AVBR	AVJL		
N2U	5910	Not NR	DVC	AIBR,AVAR	chemical	1	2	AIBR	AVAR		
N2U	5911	Not NR	HSNR	PVNR,RIFR	chemical	1	2	PVNR	RIFR		
N2U	5914	Not NR	PVNR	BDUL,AVJR	chemical	1	2	BDUL	AVJR		
N2U	5915	Not NR	BDUL	AVJR,PVNR	chemical	1	2	AVJR	PVNR		
N2U	5916	Not NR	AVM	AVJR,BDUL	chemical	1	2	AVJR	BDUL		
N2U	5917	Not NR	AVM	PVCL,AVBL	chemical	1	2	PVCL	AVBL		
N2U	5919	Not NR	ASHL	RIAL,ADFL	chemical	1	2	RIAL	ADFL		
N2U	5920	Not NR	ASHL	RIAL,ADFL	chemical	1	2	RIAL	ADFL		
N2U	5927	Not NR	PVCR	AVAR,FLPL	chemical	1	2	AVAR	FLPL		
N2U	5928	Not NR	FLPL	AVAR,AIBR	chemical	1	2	AVAR	AIBR		
N2U	5929	Not NR	ADEL	RMHL,RIH	chemical	1	2	RMHL	RIH		
N2U	5931	Not NR	SMBVL	SAADL	chemical	1	1	SAADL			
N2U	5934	Not NR	FLPR	FLPL,AVAL	chemical	1	2	FLPL	AVAL		
N2U	5935	Not NR	AINR	AIAL,AIBL	chemical	1	2	AIAL	AIBL		
N2U	5938	Not NR	RIMR	ADAR,AVBR	chemical	1	2	ADAR	AVBR		
N2U	5939	Not NR	AWAR	ADFR,RIFR	chemical	1	2	ADFR	RIFR		
N2U	5941	Not NR	AVJR	AVM,AVBL	chemical	1	2	AVM	AVBL		
N2U	5943	Not NR	ADFL	AIZL	chemical	1	1	AIZL			
N2U	5946	Not NR	PVCL	AVDR,AVBR	chemical	1	2	AVDR	AVBR		
N2U	5947	Not NR	PVCL	AVDR,AVBR	chemical	1	2	AVDR	AVBR		
N2U	5948	Not NR	PVCL	AVDR,AVBR	chemical	1	2	AVDR	AVBR		
N2U	5950	Not NR	AWAL	AIYL,AIZL	chemical	1	2	AIYL	AIZL		
N2U	5952	Not NR	AIZL	SMBDL,SMBVL	chemical	1	2	SMBDL	SMBVL		
N2U	5960	Not NR	DVC	AVBL,AVKL	chemical	1	2	AVBL	AVKL		
N2U	5962	Not NR	FLPR	FLPL,ADER,ADER	chemical	1	3	FLPL	ADER	ADER	
N2U	5963	Not NR	RMFR	RIH	chemical	1	1	RIH			
N2U	5965	Not NR	ADFL	AIZL	chemical	1	1	AIZL			
N2U	5966	Not NR	ADFL	AIZL	chemical	1	1	AIZL			
N2U	5967	Not NR	ASIL	ADFL,AIZL,RIBL	chemical	1	3	ADFL	AIZL	RIBL	
N2U	5970	Not NR	ADAL	SMDVR	chemical	1	1	SMDVR			
N2U	5977	Not NR	BDUL	PVNL	chemical	1	1	PVNL			
N2U	5979	Not NR	FLPR	PVCL,AVER	chemical	1	2	PVCL	AVER		
N2U	5980	Not NR	AWAL	AIZL	chemical	1	1	AIZL			
N2U	5981	Not NR	ADEL	RIGR	chemical	1	1	RIGR			
N2U	5983	Not NR	ADAR	SMDVL	chemical	1	1	SMDVL			
N2U	5984	Not NR	ADER	ADAR,AVAL	chemical	1	2	ADAR	AVAL		
N2U	5986	Not NR	DVC	AVKL,PVT	chemical	1	2	AVKL	PVT		
N2U	5987	Not NR	AVKL	AVBL,AVEL	chemical	1	2	AVBL	AVEL		
N2U	5988	Not NR	AVKL	AVBL,AVEL	chemical	1	2	AVBL	AVEL		
N2U	5989	Not NR	AVM	PVCR	chemical	1	1	PVCR			
N2U	5990	Not NR	AVM	PVCR	chemical	1	1	PVCR			
N2U	5992	Not NR	AIAL	RMGL	chemical	1	1	RMGL			
N2U	5993	Not NR	AIML	PVQL	chemical	1	1	PVQL			
N2U	5994	Not NR	PVQL	AIAL	chemical	1	1	AIAL			
N2U	5995	Not NR	FLPR	PVCL,AVER	chemical	1	2	PVCL	AVER		
N2U	5996	Not NR	PVNR	PVNR,PVR.	chemical	1	2	PVNR	PVR		
N2U	6001	Not NR	ADAL	SMDVR	chemical	1	1	SMDVR			
N2U	6003	Not NR	ADER	RIGL	chemical	1	1	RIGL			
N2U	6005	Not NR	PVPL	AVBR,AVDR,AVHR	chemical	1	3	AVBR	AVDR	AVHR	
N2U	6007	Not NR	AWAL	ASGL,AIZL	chemical	1	2	ASGL	AIZL		
N2U	6008	Not NR	AIAL	AIML,RMGL	chemical	1	2	AIML	RMGL		
N2U	6010	Not NR	PLNR	SAAVL,SMBVR	chemical	1	2	SAAVL	SMBVR		
N2U	6012	Not NR	RIFL	RIML,AVBL	chemical	1	2	RIML	AVBL		
N2U	6013	Not NR	PVT	AVKL,AVKR	chemical	1	2	AVKL	AVKR		
N2U	6015	Not NR	AIZL	vBWML7,VB02	chemical	1	2	vBWML7	VB02		
N2U	6019	Not NR	PVCL	RIS	chemical	1	1	RIS			
N2U	6024	Not NR	VB01	SAADL	chemical	1	1	SAADL			
N2U	6025	Not NR	VB01	SAADL	chemical	1	1	SAADL			
N2U	6027	Not NR	ADER	RIGL	chemical	1	1	RIGL			
N2U	6030	Not NR	SMDVL	PVR	chemical	1	1	PVR			
N2U	6031	Not NR	ADEL	AVAR,ADAL	chemical	1	2	AVAR	ADAL		
N2U	6034	Not NR	SMDVR	VB01	chemical	1	1	VB01			
N2U	6035	Not NR	PVQL	hyp	chemical	1	1	hyp			
N2U	6036	Not NR	PVCL	RIS	chemical	1	1	RIS			
N2U	6041	Not NR	DVA	AVBL,AVEL	chemical	1	2	AVBL	AVEL		
N2U	6168	Not NR	VC01	VD01,hyp	chemical	1	2	VD01	hyp		
N2U	6169	Not NR	VC01	DVC,VD01	chemical	1	2	DVC	VD01		
N2U	6171	Not NR	AVHR	RIGL,AVBR	chemical	1	2	RIGL	AVBR		
N2U	6174	Not NR	BDUL	ADEL	chemical	1	1	ADEL			
N2U	6175	Not NR	SAAVR	RMEV	chemical	1	1	RMEV			
N2U	6176	Not NR	PVPR	AVAL,AVHL	chemical	1	2	AVAL	AVHL		
