contin Number	EM series	Location	pre	post   	type    	sections   	partner Number	post1     	post2   	post3 	post4   
4033	N2Y		R7AL	grtL	chemical	1	1	grtL			
4031	N2Y		R5BR	R6AR,[cdlL/dgl8R/polL/vBWMR22]	chemical	1	2	R6AR	[cdlL/dgl8R/polL/vBWMR22]		
4030	N2Y		R6AR	R5BR,R5AR	chemical	1	2	R5BR	R5AR		
4029	N2Y		R5BL	unk[5094],dBWML22,dBWML22,dBWML23	chemical	1	4	unk[5094]	dBWML22	dBWML22	dBWML23
4027	N2Y		R5BL	dglL7,R7AL	chemical	1	2	dglL7	R7AL		
4026	N2Y		R5BR	R2AR	chemical	1	1	R2AR			
4025	N2Y		R5BR	R2AR,R3BR	chemical	1	2	R2AR	R3BR		
4024	N2Y		R5BR	vBWMR22,R5AR	chemical	1	2	vBWMR22	R5AR		
4022	N2Y		R7BL	[dBWML23]	chemical	1	1	[dBWML23]			
4020	N2Y		R7BL	dBWML23	chemical	1	1	dBWML23			
4019	N2Y		R6AR	dglR8	chemical	1	1	dglR8			
4018	N2Y		R5BL	cdlL	chemical	1	1	cdlL			
4016	N2Y		R3AR	polR	chemical	1	1	polR			
4014	N2Y		R3BR	R3AR	chemical	1	1	R3AR			
4013	N2Y		R7BR	R3AR	chemical	1	1	R3AR			
4012	N2Y		R2BR	R3AR	chemical	1	1	R3AR			
4003	N2Y		R5AL	R6AL	chemical	1	1	R6AL			
4002	N2Y		R5BL	[vBWML22]	chemical	1	1	[vBWML22]			
4001	N2Y		R7AL	R5BL,vBWML21	chemical	1	2	R5BL	vBWML21		
3999	N2Y		R4AL	vBWML21	chemical	1	1	vBWML21			
3998	N2Y		R5BL	dglL6,[vBWML21],unk4832	chemical	1	3	dglL6	[vBWML21]	unk4832	
3997	N2Y		R4AL	[vBWML21]	chemical	1	1	[vBWML21]			
3995	N2Y		R6AL	cdlL	chemical	1	1	cdlL			
3993	N2Y		R4AL	cdlL,polL	chemical	1	2	cdlL	polL		
3992	N2Y		R4AR	R3AR	chemical	1	1	R3AR			
3991	N2Y		R5AL	polL,cdlL	chemical	1	2	polL	cdlL		
3986	N2Y		R3AL	polL	chemical	1	1	polL			
3977	N2Y		R3AL	polL,cdlL	chemical	1	2	polL	cdlL		
3976	N2Y		R3AL	polL	chemical	1	1	polL			
3968	N2Y		R7BL	dglL7,R4BL	chemical	1	2	dglL7	R4BL		
3966	N2Y		R3BR	R3AR,R5AR	chemical	1	2	R3AR	R5AR		
3962	N2Y		R4AR	vBWMR22	chemical	1	1	vBWMR22			
3959	N2Y		R4AR	R2AR	chemical	1	1	R2AR			
3958	N2Y		R4AR	R6AR	chemical	1	1	R6AR			
3957	N2Y		R6AR	R5BR,R5AR	chemical	1	2	R5BR	R5AR		
3956	N2Y		R5AR	unk5288	chemical	1	1	unk5288			
3952	N2Y		R3BR	R3AR	chemical	1	1	R3AR			
3949	N2Y		R3BR	R3AR,unk5233	chemical	1	2	R3AR	unk5233		
3948	N2Y		R5AR	R5BR,R3AR	chemical	1	2	R5BR	R3AR		
3946	N2Y		R5BR	cdlR,unk5521	chemical	1	2	cdlR	unk5521		
3945	N2Y		R4AR	polR	chemical	1	1	polR			
3944	N2Y		R4AR	R2AR,dglR8	chemical	1	2	R2AR	dglR8		
3943	N2Y		R1BR	R2AR,R2BR	chemical	1	2	R2AR	R2BR		
3940	N2Y		R4AR	R6AR	chemical	1	1	R6AR			
3938	N2Y		R4BR	PVY,PHCR,R8BR	chemical	1	3	PVY	PHCR	R8BR	
3937	N2Y		PVV	[vBWMR23]	chemical	1	1	[vBWMR23]			
3936	N2Y		VB10	unk4986,[vBWML22]	chemical	1	2	unk4986	[vBWML22]		
3934	N2Y		VD11	vBWML22,[vBWML22]	chemical	1	2	vBWML22	[vBWML22]		
3933	N2Y		PVZ	vBWML20,[vBWML22],DD06	chemical	1	3	vBWML20	[vBWML22]	DD06	
3930	N2Y		VB09	VB10,[vBWML21],dglR2	chemical	1	3	VB10	[vBWML21]	dglR2	
3929	N2Y		R6AL	dglL5	chemical	1	1	dglL5			
3928	N2Y		AVKR	ailL	chemical	1	1	ailL			
3926	N2Y		R6AL	dglL5	chemical	1	1	dglL5			
3924	N2Y		VB10	ailR	chemical	1	1	ailR			
3923	N2Y		VB11	[vBWMR23],ailR	chemical	1	2	[vBWMR23]	ailR		
3922	N2Y		[CP04]	[vBWML22],vBWML22,ailR	chemical	1	3	[vBWML22]	vBWML22	ailR	
3917	N2Y		R9BL	R8BL,R9AL	chemical	1	2	R8BL	R9AL		
3916	N2Y		R9BL	R8BL,R9AL	chemical	1	2	R8BL	R9AL		
3914	N2Y		R9BL	R8BL,R9AL	chemical	1	2	R8BL	R9AL		
3913	N2Y		R9BL	R9AL,R9shL	chemical	1	2	R9AL	R9shL		
3911	N2Y		R9BL	R8BL,R9AL	chemical	1	2	R8BL	R9AL		
3906	N2Y		R7BL	R7AL,[cdlL/dgl7L/polL/vBWML21]	chemical	1	2	R7AL	[cdlL/dgl7L/polL/vBWML21]		
3905	N2Y		R7AL	R6AL	chemical	1	1	R6AL			
3904	N2Y		R5BL	R7AL,R7AL	chemical	1	2	R7AL	R7AL		
3903	N2Y		R5BL	R7AL,R7BL	chemical	1	2	R7AL	R7BL		
3902	N2Y		R7BL	R1AL	chemical	1	1	R1AL			
3901	N2Y		R7BL	R3AL	chemical	1	1	R3AL			
3899	N2Y		R7AL	R7BL,grtL	chemical	1	2	R7BL	grtL		
3895	N2Y		R7AL	cdlL	chemical	1	1	cdlL			
3894	N2Y		R7AL	R5BL,dBWML23	chemical	1	2	R5BL	dBWML23		
3892	N2Y		R7BL	R7shL,PHAL	chemical	1	2	R7shL	PHAL		
3890	N2Y		unk3069[CAn]	hyp	chemical	1	1	hyp			
3889	N2Y		[CA04]	hyp,hyp	chemical	1	2	hyp	hyp		
3888	N2Y		R5AL	unk4868	chemical	1	1	unk4868			
3887	N2Y		R5AL	R6AL	chemical	1	1	R6AL			
3886	N2Y		R5AL	R6AL	chemical	1	1	R6AL			
3885	N2Y		R6BL	R3AL	chemical	1	1	R3AL			
3880	N2Y		R6AL	unk4860,R5AL	chemical	1	2	unk4860	R5AL		
3879	N2Y		unk4860	R6AL	chemical	1	1	R6AL			
3878	N2Y		R6AL	R7AL	chemical	1	1	R7AL			
3877	N2Y		R6AL	[cdlL/polL/vBWML21]	chemical	1	1	[cdlL/polL/vBWML21]			
3875	N2Y		R7AL	R6AL,R7AL	chemical	1	2	R6AL	R7AL		
3874	N2Y		R6AL	R5BL,R7AL	chemical	1	2	R5BL	R7AL		
3871	N2Y		R6AL	[cdlL/polL/vBWML21]	chemical	1	1	[cdlL/polL/vBWML21]			
3870	N2Y		R6AL	R7AL,R3AL	chemical	1	2	R7AL	R3AL		
3869	N2Y		R6AL	R7AL	chemical	1	1	R7AL			
3868	N2Y		R6AL	R5BL	chemical	1	1	R5BL			
3867	N2Y		R6AL	R5AL	chemical	1	1	R5AL			
3865	N2Y		R6AL	R7AL,unk4853	chemical	1	2	R7AL	unk4853		
3864	N2Y		R5BL	R6AL	chemical	1	1	R6AL			
3863	N2Y		R6AL	R5BL	chemical	1	1	R5BL			
3861	N2Y		R7AL	cdlL,R6AL	chemical	1	2	cdlL	R6AL		
3860	N2Y		R7BL	R1AL,R6AL	chemical	1	2	R1AL	R6AL		
3858	N2Y		LUAR	unk4850,R1BR,PVCR	chemical	1	3	unk4850	R1BR	PVCR	
3857	N2Y		R4BL	R1AL	chemical	1	1	R1AL			
3855	N2Y		R4BL	R1AL	chemical	1	1	R1AL			
3854	N2Y		R4BL	R3AL	chemical	1	1	R3AL			
3853	N2Y		R4BL	R3shL,R3AL,R5shL	chemical	1	3	R3shL	R3AL	R5shL	
3852	N2Y		R3BL	R4BL	chemical	1	1	R4BL			
3851	N2Y		R4AL	polL	chemical	1	1	polL			
3849	N2Y		R4AL	R6AL,unk4832	chemical	1	2	R6AL	unk4832		
3848	N2Y		R4AL	R6AL	chemical	1	1	R6AL			
3847	N2Y		R4AL	R6AL,R1AL	chemical	1	2	R6AL	R1AL		
3845	N2Y		R4AL	R2AL	chemical	1	1	R2AL			
3843	N2Y		AVFR	unk807[RnBR],PVCL	chemical	1	2	unk807[RnBR]	PVCL		
3840	N2Y		R6AL	polL	chemical	1	1	polL			
3839	N2Y		R5AL	R5BL	chemical	1	1	R5BL			
3836	N2Y		R5AL	R7AL	chemical	1	1	R7AL			
3835	N2Y		R5AL	R3AL	chemical	1	1	R3AL			
3834	N2Y		R3AL	polL	chemical	1	1	polL			
3832	N2Y		R7BL	dglL7,R4BL	chemical	1	2	dglL7	R4BL		
3830	N2Y		R5BL	R7AL,dBWML23	chemical	1	2	R7AL	dBWML23		
3826	N2Y		R5BL	R6AL	chemical	1	1	R6AL			
3825	N2Y		R5BL	dBWML23	chemical	1	1	dBWML23			
3824	N2Y		R5BL	cdlL	chemical	1	1	cdlL			
3823	N2Y		R5BL	R7AL,R5AL	chemical	1	2	R7AL	R5AL		
3822	N2Y		R5AL	R5BL	chemical	1	1	R5BL			
3820	N2Y		R5BL	cdlL	chemical	1	1	cdlL			
3817	N2Y		R5BL	polL,R5AL	chemical	1	2	polL	R5AL		
3816	N2Y		R5AL	R5BL,vBWML22	chemical	1	2	R5BL	vBWML22		
3815	N2Y		R5BL	R2AL	chemical	1	1	R2AL			
3813	N2Y		R6BL	R1BL,R3AL	chemical	1	2	R1BL	R3AL		
3811	N2Y		R6BL	R3BL	chemical	1	1	R3BL			
3800	N2Y		R6BL	R3BL	chemical	1	1	R3BL			
3790	N2Y		R3BL	R5AL,R6AL	chemical	1	2	R5AL	R6AL		
3788	N2Y		R2BL	R3AL	chemical	1	1	R3AL			
3787	N2Y		R3BL	R3AL	chemical	1	1	R3AL			
3784	N2Y		R4BL	R3AL	chemical	1	1	R3AL			
3783	N2Y		R4BL	R3AL	chemical	1	1	R3AL			
3782	N2Y		R4BL	R3AL	chemical	1	1	R3AL			
3780	N2Y		R4BL	R3AL	chemical	1	1	R3AL			
3776	N2Y		unk4816	R3AL	chemical	1	1	R3AL			
3772	N2Y		R5BL	R3AL	chemical	1	1	R3AL			
3771	N2Y		R5BL	R3BL,R3AL	chemical	1	2	R3BL	R3AL		
3770	N2Y		R5BL	R3AL	chemical	1	1	R3AL			
3769	N2Y		R6BL	R3BL,R3AL	chemical	1	2	R3BL	R3AL		
3768	N2Y		R3BL	R3AL	chemical	1	1	R3AL			
3767	N2Y		R3AL	polL	chemical	1	1	polL			
3766	N2Y		R3AL	polL	chemical	1	1	polL			
3765	N2Y		R2BL	R3AL	chemical	1	1	R3AL			
3764	N2Y		R2BL	R3AL	chemical	1	1	R3AL			
3763	N2Y		R2BL	R3AL	chemical	1	1	R3AL			
3762	N2Y		R2BL	R3AL	chemical	1	1	R3AL			
3761	N2Y		R2BL	R3AL	chemical	1	1	R3AL			
3759	N2Y		R2BL	R3AL	chemical	1	1	R3AL			
3755	N2Y		R2BL	R3AL,R6AL	chemical	1	2	R3AL	R6AL		
3750	N2Y		R4AL	R6AL	chemical	1	1	R6AL			
3748	N2Y		R4AL	R1AL	chemical	1	1	R1AL			
3747	N2Y		R4AL	polL	chemical	1	1	polL			
3741	N2Y		R2AL	R4AL	chemical	1	1	R4AL			
3740	N2Y		R3AL	R4AL	chemical	1	1	R4AL			
3739	N2Y		R3AL	R4AL	chemical	1	1	R4AL			
3736	N2Y		R2AL	R4AL	chemical	1	1	R4AL			
3734	N2Y		R2AL	R4AL	chemical	1	1	R4AL			
3733	N2Y		R4AL	dglL7	chemical	1	1	dglL7			
3732	N2Y		R2AL	R4AL	chemical	1	1	R4AL			
3730	N2Y		R4BL	R1AL	chemical	1	1	R1AL			
3728	N2Y		R4AL	R6AL	chemical	1	1	R6AL			
3727	N2Y		R4AL	R1BL,R2AL	chemical	1	2	R1BL	R2AL		
3726	N2Y		PVV	[PVDR],AVAL	chemical	1	2	[PVDR]	AVAL		
3724	N2Y		AVFR	[PVDL]	chemical	1	1	[PVDL]			
3723	N2Y		[PVDR]	AVAR,AVDL	chemical	1	2	AVAR	AVDL		
3721	N2Y		R1BL	R2AL,R1AL	chemical	1	2	R2AL	R1AL		
3720	N2Y		R4AL	R1AL	chemical	1	1	R1AL			
3718	N2Y		R5BL	R2AL	chemical	1	1	R2AL			
3713	N2Y		unknown100	R3BR,EF2	chemical	1	2	R3BR	EF2		
3712	N2Y		unknown100	DB07,PDB	chemical	1	2	DB07	PDB		
3711	N2Y		unknown100	DB07,PDB	chemical	1	2	DB07	PDB		
3710	N2Y		R3BR	unk807[RnBR],unk228[EFn]	chemical	1	2	unk807[RnBR]	unk228[EFn]		
3707	N2Y		VD12	vBWML22	chemical	1	1	vBWML22			
3706	N2Y		VD12	vBWML22	chemical	1	1	vBWML22			
3704	N2Y		VD12	vBWML22	chemical	1	1	vBWML22			
3701	N2Y		VD12	[vBWML20]	chemical	1	1	[vBWML20]			
3700	N2Y		VD12	unk3806	chemical	1	1	unk3806			
3696	N2Y		VD12	[vBWMR21]	chemical	1	1	[vBWMR21]			
3695	N2Y		VD12	[vBWML20]	chemical	1	1	[vBWML20]			
3694	N2Y		VD12	[vBWML20]	chemical	1	1	[vBWML20]			
3692	N2Y		VD12	vBWMR23	chemical	1	1	vBWMR23			
3691	N2Y		VD12	[vBWML22]	chemical	1	1	[vBWML22]			
3689	N2Y		VD12	[vBWML22]	chemical	1	1	[vBWML22]			
3688	N2Y		VD12	[vBWMR23]	chemical	1	1	[vBWMR23]			
3687	N2Y		SPCL	gonad,PCCL	chemical	1	2	gonad	PCCL		
3686	N2Y		VD13	VD12,PVZ	chemical	1	2	VD12	PVZ		
3685	N2Y		VD13	ailR	chemical	1	1	ailR			
3684	N2Y		VD13	[vBWML22]	chemical	1	1	[vBWML22]			
3683	N2Y		VD13	[vBWML22]	chemical	1	1	[vBWML22]			
3682	N2Y		PVV	[vBWML22],VA12,VD13	chemical	1	3	[vBWML22]	VA12	VD13	
3679	N2Y		VD13	[vBWML22]	chemical	1	1	[vBWML22]			
3676	N2Y		VD13	[vBWML22]	chemical	1	1	[vBWML22]			
3675	N2Y		VD13	unk4750	chemical	1	1	unk4750			
3674	N2Y		VD13	[vBWML22]	chemical	1	1	[vBWML22]			
3672	N2Y		VD13	[vBWML22]	chemical	1	1	[vBWML22]			
3669	N2Y		VD13	[vBWMR23],ailR	chemical	1	2	[vBWMR23]	ailR		
3668	N2Y		VD13	[vBWMR23]	chemical	1	1	[vBWMR23]			
3667	N2Y		VD13	vBWMR24	chemical	1	1	vBWMR24			
3665	N2Y		VD13	[vBWML22]	chemical	1	1	[vBWML22]			
3664	N2Y		CA09	[vBWML22]	chemical	1	1	[vBWML22]			
3663	N2Y		unk4733[hyp]	dglL2	chemical	1	1	dglL2			
3662	N2Y		CA09	dglL2,CA09	chemical	1	2	dglL2	CA09		
3661	N2Y		CA08	vBWML20	chemical	1	1	vBWML20			
3659	N2Y		PVV	[vBWMR21]	chemical	1	1	[vBWMR21]			
3658	N2Y		PDEL	VB09,DVA,AVKL	chemical	1	3	VB09	DVA	AVKL	
3657	N2Y		DA09	ailL	chemical	1	1	ailL			
3655	N2Y		VB09	dglR2	chemical	1	1	dglR2			
3654	N2Y		VB09	[vBWML21]	chemical	1	1	[vBWML21]			
3653	N2Y		VB09	DD06,dglR1	chemical	1	2	DD06	dglR1		
3651	N2Y		AVDR	AVAR,PVCL,AVAL,DA08	chemical	1	4	AVAR	PVCL	AVAL	DA08
3649	N2Y		AVDL	AVAR,unk3365	chemical	1	2	AVAR	unk3365		
3648	N2Y		AVDL	AVAR,AVAL	chemical	1	2	AVAR	AVAL		
3647	N2Y		VD11	[vBWML22],PVV	chemical	1	2	[vBWML22]	PVV		
3645	N2Y		VD11	[vBWMR21]	chemical	1	1	[vBWMR21]			
3643	N2Y		VD11	[vBWML23]	chemical	1	1	[vBWML23]			
3642	N2Y		VD11	[vBWML23]	chemical	1	1	[vBWML23]			
3641	N2Y		VD11	[vBWML22]	chemical	1	1	[vBWML22]			
3639	N2Y		VD11	[vBWML22]	chemical	1	1	[vBWML22]			
3638	N2Y		VA11	VD11,DD06,VB10	chemical	1	3	VD11	DD06	VB10	
3637	N2Y		VD11	[dglR2]	chemical	1	1	[dglR2]			
3636	N2Y		VD11	[dglR2]	chemical	1	1	[dglR2]			
3634	N2Y		VD11	[vBWML21],VA11	chemical	1	2	[vBWML21]	VA11		
3633	N2Y		VD11	[vBWML21]	chemical	1	1	[vBWML21]			
3630	N2Y		VD11	dglL1	chemical	1	1	dglL1			
3629	N2Y		VA11	VD11	chemical	1	1	VD11			
3628	N2Y		CA07	PHBR,PHBL	chemical	1	2	PHBR	PHBL		
3627	N2Y		unk2830	CP05,PVQR	chemical	1	2	CP05	PVQR		
3626	N2Y		AVKR	unk3069[CAn],hyp	chemical	1	2	unk3069[CAn]	hyp		
3625	N2Y		unk2830	hyp	chemical	1	1	hyp			
3623	N2Y		AVJR	hyp,gonad	chemical	1	2	hyp	gonad		
3621	N2Y		unk2830	hyp,AVJR	chemical	1	2	hyp	AN2b		
3619	N2Y		PCAR	AVHL,AVG,HOA	chemical	1	3	AN1a	AVG	HOA	
3618	N2Y		CA07	AVHL,PHCL,HOA	chemical	1	3	AN1a	PHCL	HOA	
3616	N2Y		VB11	VD13,[vBWML22]	chemical	1	2	VD13	[vBWML22]		
3615	N2Y		VD13	VD13,[vBWMR23]	chemical	1	2	VD13	[vBWMR23]		
3614	N2Y		VD13	[vBWMR23],unk772	chemical	1	2	[vBWMR23]	unk772		
3613	N2Y		VD13	VD13,[vBWMR23]	chemical	1	2	VD13	[vBWMR23]		
3604	N2Y		VA12	DB07,DA08	chemical	1	2	DB07	DA08		
3603	N2Y		VA12	PVCR,R3AL	chemical	1	2	PVCR	R3AL		
3602	N2Y		VA12	VD13	chemical	1	1	VD13			
3600	N2Y		VA12	VB11,DB07,PVCL	chemical	1	3	VB11	DB07	PVCL	
3596	N2Y		VA12	DA09	chemical	1	1	DA09			
3594	N2Y		VA12	VA11,DA09	chemical	1	2	VA11	DA09		
3592	N2Y		VA12	VB10,DA09	chemical	1	2	VB10	DA09		
3591	N2Y		VA12	PVV,VB10	chemical	1	2	PVV	VB10		
3590	N2Y		VA12	[vBWML22],VB10	chemical	1	2	[vBWML22]	VB10		
3589	N2Y		VA12	VB10,DA09,PVCR,PVWR	chemical	1	4	VB10	DA09	PVCR	PVWR
3588	N2Y		VA12	ailR,DA09	chemical	1	2	ailR	DA09		
3587	N2Y		VA12	ailR,DA09	chemical	1	2	ailR	DA09		
3586	N2Y		VA12	VB10,ailR	chemical	1	2	VB10	ailR		
3585	N2Y		VD11	VA11,VA12	chemical	1	2	VA11	VA12		
3584	N2Y		VB11	ailR	chemical	1	1	ailR			
3580	N2Y		VB11	VA12,VD13,[vBWML22]	chemical	1	3	VA12	VD13	[vBWML22]	
3579	N2Y		VB11	ailR	chemical	1	1	ailR			
3578	N2Y		VB11	[vBWMR23]	chemical	1	1	[vBWMR23]			
3577	N2Y		VB11	[vBWMR23],ailR	chemical	1	2	[vBWMR23]	ailR		
3576	N2Y		VB11	VD13,[vBWMR23],ailR	chemical	1	3	VD13	[vBWMR23]	ailR	
3575	N2Y		VB11	ailR	chemical	1	1	ailR			
3573	N2Y		VA12	VD13,VB11	chemical	1	2	VD13	VB11		
3569	N2Y		VA12	VD13,VB11	chemical	1	2	VD13	VB11		
3568	N2Y		VB11	[vBWML22],ailR	chemical	1	2	[vBWML22]	ailR		
3567	N2Y		VB11	ailR	chemical	1	1	ailR			
3565	N2Y		VB11	vBWMR23	chemical	1	1	vBWMR23			
3564	N2Y		VB11	[vBWML22]	chemical	1	1	[vBWML22]			
3561	N2Y		VB11	ailR	chemical	1	1	ailR			
3560	N2Y		VB10	[vBWMR23],VB11	chemical	1	2	[vBWMR23]	VB11		
3559	N2Y		VB11	[vBWMR23]	chemical	1	1	[vBWMR23]			
3556	N2Y		CA09	CA08,hyp	chemical	1	2	CA08	hyp		
3554	N2Y		[AVL]	unk4592	chemical	1	1	unk4592			
3553	N2Y		AVKL	VB09,hyp	chemical	1	2	VB09	hyp		
3552	N2Y		VA12	PVV,VB11	chemical	1	2	PVV	VB11		
3551	N2Y		PVNR	[AVL],VD12	chemical	1	2	[AVL]	VD12		
3550	N2Y		PVNR	[AVL]	chemical	1	1	[AVL]			
3549	N2Y		DVB	[AVL],PVU,PVNR	chemical	1	3	[AVL]	PVU	PVNR	
3547	N2Y		DVB	PVT,DD06	chemical	1	2	PVT	DD06		
3544	N2Y		AVKL	PDER	chemical	1	1	PDER			
3542	N2Y		CA09	dglL2	chemical	1	1	dglL2			
3541	N2Y		CA07	hyp,AVJR	chemical	1	2	hyp	AN2b		
3540	N2Y		CA07	hyp	chemical	1	1	hyp			
3539	N2Y		CA07	hyp	chemical	1	1	hyp			
3538	N2Y		unk772	[vBWMR23]	chemical	1	1	[vBWMR23]			
3537	N2Y		VB11	ailR,unk4649,VB10	chemical	1	3	ailR	unk4649	VB10	
3534	N2Y		VA12	[vBWML22],VB10	chemical	1	2	[vBWML22]	VB10		
3530	N2Y		VB10	[vBWMR21]	chemical	1	1	[vBWMR21]			
3528	N2Y		VA11	VD12,VB10	chemical	1	2	VD12	VB10		
3524	N2Y		VB10	[dglR3]	chemical	1	1	[dglR3]			
3521	N2Y		VA12	VB10,[vBWMR21]	chemical	1	2	VB10	[vBWMR21]		
3520	N2Y		VB10	[vBWML23]	chemical	1	1	[vBWML23]			
3519	N2Y		VB10	dglR2	chemical	1	1	dglR2			
3517	N2Y		VB10	[vBWML21],VB09	chemical	1	2	[vBWML21]	VB09		
3515	N2Y		PDER	VB10,DVA	chemical	1	2	VB10	DVA		
3514	N2Y		HOB	CP06,CP05	chemical	1	2	CP06	CP05		
3513	N2Y		DVE	CP05	chemical	1	1	CP05			
3512	N2Y		CP05	SPCR,[CP04]	chemical	1	2	SPCR	[CP04]		
3503	N2Y		PVZ	CA06	chemical	1	1	CA06			
3501	N2Y		CA05	[vBWML22]	chemical	1	1	[vBWML22]			
3499	N2Y		CA05	R7BL,PVX	chemical	1	2	R7BL	PVX		
3497	N2Y		[CP02]	ailR,SPDR	chemical	1	2	ailR	SPDR		
3496	N2Y		[CP02]	ailR	chemical	1	1	ailR			
3494	N2Y		PHCL	[CP03]	chemical	1	1	[CP03]			
3492	N2Y		[CP03]	ailR,[CP04]	chemical	1	2	ailR	[CP04]		
3491	N2Y		[CP03]	ailR	chemical	1	1	ailR			
3489	N2Y		[CP04]	[CP03],ailR	chemical	1	2	[CP03]	ailR		
3487	N2Y		[CP03]	ailL,[CP02]	chemical	1	2	ailL	[CP02]		
3485	N2Y		[CP03]	unk3856,[CP02],ailR	chemical	1	3	unk3856	[CP02]	ailR	
3482	N2Y		[CP02]	[CP03],[CP04]	chemical	1	2	[CP03]	[CP04]		
3478	N2Y		CA05	[CP03],SPDL	chemical	1	2	[CP03]	SPDL		
3476	N2Y		[CP03]	[vBWML22]	chemical	1	1	[vBWML22]			
3475	N2Y		[CP03]	[vBWML22],[CP04]	chemical	1	2	[vBWML22]	[CP04]		
3471	N2Y		CP06	gonad	chemical	1	1	gonad			
3455	N2Y		CP06	[CP01]	chemical	1	1	[CP01]			
3454	N2Y		CP06	[CP01]	chemical	1	1	[CP01]			
3451	N2Y		CA06	[CP01]	chemical	1	1	[CP01]			
3447	N2Y		AVDL	AVAL	chemical	1	1	AVAL			
3446	N2Y		AVAL	DA09,R3AL	chemical	1	2	DA09	R3AL		
3444	N2Y		AVAL	AVAR,VA11	chemical	1	2	AVAR	VA11		
3443	N2Y		AVAL	AS11,R3AR	chemical	1	2	AS11	R3AR		
3438	N2Y		AVAL	AS11,unk3365	chemical	1	2	AS11	unk3365		
3437	N2Y		AVAL	unk3365,VA11	chemical	1	2	unk3365	VA11		
3436	N2Y		AVAL	AS11,AVDR	chemical	1	2	AS11	AVDR		
3435	N2Y		AVDR	AVAL,AS11	chemical	1	2	AVAL	AS11		
3434	N2Y		AVAL	AS11,VA11	chemical	1	2	AS11	VA11		
3429	N2Y		AVAL	AVAR,VB06,VA11	chemical	1	3	AVAR	VB06	VA11	
3427	N2Y		AVAL	VB11,PVY	chemical	1	2	VB11	PVY		
3425	N2Y		[CP02]	[CP01],[dglR2]	chemical	1	2	[CP01]	[dglR2]		
3424	N2Y		AVDR	AVAL,R1AL	chemical	1	2	AVAL	R1AL		
3421	N2Y		PVNL	AVDR,AVAL	chemical	1	2	AVDR	AVAL		
3420	N2Y		AVAL	VB06,DA07,AS10	chemical	1	3	VB06	DA07	AS10	
3416	N2Y		AVDL	AVAR,VA10,DA08,AVAL	chemical	1	4	AVAR	VA10	DA08	AVAL
3409	N2Y		DX3	HOA,PCAL	chemical	1	2	HOA	PCAL		
3406	N2Y		HOB	DX3,HOA	chemical	1	2	DX3	HOA		
3404	N2Y		DX3	PCAL	chemical	1	1	PCAL			
3398	N2Y		DX2	DX2	chemical	1	1	DX2			
3396	N2Y		DX2	PCAR,HOB	chemical	1	2	PCAR	HOB		
3393	N2Y		DX2	PVZ,HOB	chemical	1	2	PVZ	HOB		
3391	N2Y		PGA	[CP01]	chemical	1	1	[CP01]			
3389	N2Y		DX2	PVZ,HOA	chemical	1	2	PVZ	HOA		
3388	N2Y		DX2	HOA	chemical	1	1	HOA			
3386	N2Y		PHBL	DX1	chemical	1	1	DX1			
3385	N2Y		DX1	PCAL,R9AL	chemical	1	2	PCAL	R9AL		
3383	N2Y		DX1	PCAL	chemical	1	1	PCAL			
3382	N2Y		[CP02]	PCAL,DX1	chemical	1	2	PCAL	DX1		
3380	N2Y		DX1	PHAL	chemical	1	1	PHAL			
3376	N2Y		DVF	CP06	chemical	1	1	CP06			
3375	N2Y		DVF	DVB,PVQR	chemical	1	2	DVB	PVQR		
3374	N2Y		DVF	CP05	chemical	1	1	CP05			
3372	N2Y		DVF	CP06,PVQL	chemical	1	2	CP06	PVQL		
3371	N2Y		CP06	DVF,CP05	chemical	1	2	DVF	CP05		
3368	N2Y		PGA	unk2980,DVE	chemical	1	2	unk2980	DVE		
3366	N2Y		DVF	SPVR	chemical	1	1	SPVR			
3364	N2Y		DVF	DVB	chemical	1	1	DVB			
3357	N2Y		CP09	SPVR,DVE	chemical	1	2	SPVR	DVE		
3356	N2Y		DVF	CP05,SPCL,HOB	chemical	1	3	CP05	SPCL	HOB	
3355	N2Y		DVF	CP05,SPCL,HOB	chemical	1	3	CP05	SPCL	HOB	
3352	N2Y		DVE	gonad	chemical	1	1	gonad			
3350	N2Y		DVF	HOB	chemical	1	1	HOB			
3348	N2Y		DVE	CP05	chemical	1	1	CP05			
3347	N2Y		DVF	[AVL],DVE	chemical	1	2	[AVL]	DVE		
3344	N2Y		DVE	DVF,DVC	chemical	1	2	DVF	DVC		
3340	N2Y		[AVL]	PVNR	chemical	1	1	PVNR			
3339	N2Y		PVNR	[AVL],PVU	chemical	1	2	[AVL]	PVU		
3335	N2Y		LUAR	PVR ,DB07	chemical	1	2	PVR 	DB07		
3332	N2Y		PDER	VB11,PVR 	chemical	1	2	VB11	PVR 		
3327	N2Y		VA12	VB11,PVCR	chemical	1	2	VB11	PVCR		
3326	N2Y		VA12	DA09,PVCR	chemical	1	2	DA09	PVCR		
3325	N2Y		VA12	DA09,PVCR	chemical	1	2	DA09	PVCR		
3323	N2Y		PVCR	VB11,DB06	chemical	1	2	VB11	DB06		
3322	N2Y		PVCR	VB11,DB06	chemical	1	2	VB11	DB06		
3321	N2Y		PHBR	DVE,PVQL	chemical	1	2	DVE	PVQL		
3320	N2Y		HOA	R2AL	chemical	1	1	R2AL			
3318	N2Y		PVQR	PDA,VD13	chemical	1	2	PDA	VD13		
